1285;59;LT;motos;
1286;59;MARAUDER GZ;motos;
1287;59;RF;motos;
1288;59;RM 250;motos;
1289;59;SAVAGE;motos;
1290;59;TL;motos;
1291;59;VX 800;motos;
1292;233;TRIMOTO;motos;
1293;234;CJ;motos;
1294;234;JH;motos;
1295;234;JL;motos;
1296;234;STAR 50;motos;
1297;234;WORK 125;motos;
1298;234;SKY 125;motos;
1299;234;FLY 135;motos;
1300;234;BEST;motos;
1301;148;ADVENTURER;motos;
1302;148;BONNEVILLE;motos;
1303;148;DAYTONA;motos;
1304;148;LEGEND;motos;
1305;148;ROCKET;motos;
1306;148;SCRAMBLER;motos;
1307;148;SPEED TRIPLE;motos;
1308;148;SPRINT;motos;
1309;148;STREET TRIPLE;motos;
1310;148;THRUXTON;motos;
1311;148;THUNDERBIRD;motos;
1312;148;TIGER;motos;
1313;148;TRIDENT;motos;
1314;148;TROPHY;motos;
1315;148;TT-600;motos;
1316;235;REBELLIAN;motos;
1317;235;TRITON;motos;
1318;235;VTHUNDER;motos;
1319;236;WY;motos;
1321;135;AXIS;motos;
1322;135;BWS;motos;
1327;135;JOG;motos;
1328;135;MAJESTY;motos;
1329;135;MT-03;motos;
1331;135;NEO AT;motos;
1333;135;RD 135;motos;
1335;135;ROYAL STAR;motos;
1337;135;TDM;motos;
1338;135;TDR 180;motos;
1339;135;TRX;motos;
1340;135;TT-R;motos;
1341;135;V-MAX 1200;motos;
